mean_x,mean_y,mean_z,magnitude_mean,std_x,std_y,std_z,magnitude_std,rms_x,rms_y,rms_z,magnitude_rms,min_x,min_y,min_z,magnitude_min,max_x,max_y,max_z,magnitude_max,median_x,median_y,median_z,magnitude_median,mad_x,mad_y,mad_z,magnitude_mad,corr_xy,corr_yz,corr_xz,subject,class
-1.64415131046,7.299988704000001,-4.7740188372,9.194467532378864,1.3747181735377663,1.3037269305427812,1.601727092188161,0.6333836973852021,2.143148055628063,7.415493172267782,5.035552157985258,9.21625781497471,-3.8908691,4.947204599999999,-7.2648009999999985,7.616314873674455,1.0220337,10.116287,-0.64723206,10.606998708533878,-1.4439926,7.268386849999999,-4.96038055,9.253738140360838,1.1454631387952001,1.07587681216,1.2393513598239998,0.4935213930595802,0.8034815447440232,0.7559010282155333,0.7245540302426258,2,SITTING
-4.8933221499999995,2.3751165714000004,-8.347987354000002,10.039573093158442,0.6479448414494612,1.077232230810806,0.45352327413213417,0.5172915212243228,4.9360342564898785,2.6079892650922694,8.360297615678729,10.052891047395349,-5.834961,0.26174927,-9.491409,8.587556916866317,-2.5046234,5.095642,-7.2025604,11.571551689622956,-4.917984000000001,1.8730545,-8.3338085,10.034462739443157,0.46614119200000004,0.8489929914480001,0.33403152015999993,0.33141962000275504,0.1470292731461088,0.3300885734638331,0.2870609377851051,2,SITTING
-4.714092106000001,1.1461731014,-8.771570459999998,10.045569296411717,0.5422082722454499,0.41081685369414145,0.46235890122383133,0.4897949155214964,4.74517167174623,1.2175726941961404,8.783747724535665,10.057502749106286,-6.4023895,-0.49241638,-10.326981,9.37207962876965,-3.6490479,2.10289,-7.968704,12.089280427423224,-4.6773681499999995,1.1344452,-8.762375,9.961058627274884,0.36491056696000024,0.280063234656,0.3269685168000001,0.30160898273984066,0.2873815417442005,0.2985143628736371,0.05064426729345066,2,SITTING
-4.440626224,1.0695101922,-8.86441677,9.972461407520662,0.07173413600011783,0.047943466509585864,0.06388398597310654,0.04936584018258465,4.441205584922205,1.0705842457278345,8.864646966231708,9.972583592563456,-4.5708160000000015,0.94410706,-8.995804,9.865092070011316,-4.271545400000001,1.2266235,-8.758789,10.071941928028318,-4.4367523,1.0709991,-8.86174,9.964040322167833,0.05919549295999982,0.035828900111999996,0.05172540079999976,0.042919093182306474,0.19494701854771804,0.20899484562264992,-0.45451065447651096,2,SITTING
-4.375647880000001,0.9174783275999999,-8.933561699999998,9.991691829730584,0.12039934209310779,0.15544814061141923,0.059223269296536034,0.06962327476055315,4.377304007185809,0.9305539243027459,8.933758002281742,9.991934398338154,-4.7096863,0.43414307,-9.072418,9.695229765775595,-3.8525696,1.1595764,-8.753998,10.174546155168448,-4.3589401500000005,0.9381179850000001,-8.938354499999997,10.006440807063811,0.07746908080000009,0.11066967488,0.04539413600000046,0.043269903887539485,-0.026264986447617954,0.5376050891026476,-0.009119805014582254,2,SITTING
-4.398009038,0.8011666850000002,-8.93389647,9.991436464085952,0.09412872641224229,0.11980204159169874,0.11719713726437214,0.08368387887849991,4.399016221323317,0.8100744325822339,8.934665147931478,9.99178690762821,-4.657013,0.47244263,-9.165802,9.66908674782904,-4.154236,1.1332396999999998,-8.540909,10.203669401249917,-4.404426600000001,0.7956543,-8.939552249999998,9.989391467464081,0.06531752544000013,0.0800332874,0.08124585119999977,0.0531464514395601,0.14148410707531212,-0.15212848807424034,-0.6882705337439541,2,SITTING
-4.393365194,0.7845999113999997,-8.94409573,9.995779378307875,0.029042333267390336,0.01669662311916767,0.027091092555341992,0.01881377314269463,4.393461185099087,0.784777546947204,8.94413675849716,9.995797083667956,-4.4606934,0.75735474,-9.005386,9.940136368165051,-4.352951,0.8267822,-8.873702999999997,10.036330056807827,-4.3864746,0.7848892199999999,-8.945526,9.996757947180587,0.023968512560000176,0.014126281000000001,0.02146973160000016,0.015469850262093132,-0.4047922189994892,0.412267589059367,-0.6228319114794247,2,SITTING
-4.365208461999999,0.775213316,-8.959226999999998,9.996205204390494,0.016879650206789,0.010710126301276957,0.015241592566067455,0.016201444565843652,4.365241097500515,0.7752872964966634,8.959239964621604,9.996218333704482,-4.4056244000000016,0.7453766,-8.991028,9.952532672371598,-4.321823,0.80044556,-8.909622,10.035958200777486,-4.3661118,0.7753067,-8.9599,9.993970292044732,0.01311920599999981,0.00809356920000003,0.011329160000000015,0.012317944615908374,-0.005261649061665223,-0.3338813085298116,0.06577961487566723,2,SITTING
-4.368225116000001,0.7724380477999999,-8.957263769999999,9.995554075996392,0.016968422259695762,0.010569536823381114,0.01709873468161009,0.014702724889278129,4.3682580728944105,0.7725103577284488,8.95728009007658,9.995564889304019,-4.396042,0.7525635,-8.995804,9.960929952409142,-4.3266144,0.7980499,-8.926376,10.036340909474836,-4.3673096,0.7705154299999999,-8.957504,9.996314942666785,0.013683452639999932,0.008656621536000003,0.013675737599999991,0.011849777337957015,-0.11219966898163652,-0.012345402406336742,-0.33358217933783035,2,SITTING
-4.354338386,0.7716226178000001,-8.965307580000001,9.996631457255654,0.012124000033685358,0.010642890325392876,0.015995209718962736,0.01672917006172919,4.354355264694178,0.7716960123099011,8.965321848697872,9.996645455217681,-4.3816833,0.7477722,-9.005386,9.964368277023336,-4.3314056,0.7908783,-8.938354499999997,10.0408629911411,-4.3517532,0.77171326,-8.962296,9.995163875667714,0.01007920431999997,0.00871853588800001,0.013433249600000075,0.014118194068499115,0.21041725862350433,0.08711127239548715,0.3259403227036357,2,SITTING
