mean_x,mean_y,mean_z,magnitude_mean,std_x,std_y,std_z,magnitude_std,rms_x,rms_y,rms_z,magnitude_rms,min_x,min_y,min_z,magnitude_min,max_x,max_y,max_z,magnitude_max,median_x,median_y,median_z,magnitude_median,mad_x,mad_y,mad_z,magnitude_mad,corr_xy,corr_yz,corr_xz,subject,class
-1.64415131046,7.299988704000001,-4.7740188372,9.194467532378864,1.3747181735377663,1.3037269305427812,1.601727092188161,0.6333836973852018,2.143148055628063,7.415493172267782,5.035552157985258,9.21625781497471,-3.8908690999999997,4.947204599999999,-7.2648009999999985,7.616314873674455,1.0220337,10.116287,-0.64723206,10.606998708533878,-1.4439926,7.268386849999999,-4.96038055,9.253738140360838,1.1454631387952001,1.0758768121600004,1.2393513598239998,0.49352139305957976,0.8034815447440229,0.7559010282155331,0.7245540302426258,2,SITTING
-4.8933221499999995,2.3751165714,-8.347987354000002,10.039573093158443,0.6479448414494612,1.077232230810806,0.453523274132134,0.517291521224323,4.9360342564898785,2.6079892650922694,8.360297615678729,10.052891047395349,-5.834961,0.26174927,-9.491408999999999,8.587556916866317,-2.5046234,5.095642,-7.2025604,11.57155168962296,-4.917984000000001,1.8730544999999998,-8.3338085,10.034462739443157,0.4661411920000002,0.848992991448,0.3340315201599999,0.3314196200027551,0.14702927314610884,0.33008857346383313,0.28706093778510505,2,SITTING
-4.714092106000001,1.1461731014,-8.771570459999998,10.045569296411717,0.5422082722454499,0.41081685369414145,0.4623589012238314,0.48979491552149634,4.74517167174623,1.2175726941961404,8.783747724535665,10.057502749106286,-6.4023895,-0.49241638,-10.326981,9.372079628769653,-3.6490479,2.10289,-7.968704,12.089280427423224,-4.6773681499999995,1.1344452,-8.762375,9.961058627274884,0.36491056696000007,0.28006323465599986,0.32696851680000016,0.3016089827398405,0.28738154174420033,0.29851436287363714,0.0506442672934507,2,SITTING
-4.440626224,1.0695101922000003,-8.86441677,9.972461407520662,0.07173413600011791,0.04794346650958586,0.06388398597310654,0.04936584018258424,4.441205584922205,1.0705842457278347,8.864646966231708,9.972583592563456,-4.5708160000000015,0.94410706,-8.995804,9.865092070011316,-4.271545400000001,1.2266235,-8.758789,10.071941928028318,-4.4367523,1.0709991,-8.86174,9.964040322167836,0.059195492959999874,0.035828900111999996,0.05172540079999976,0.04291909318230594,0.19494701854771823,0.20899484562264986,-0.4545106544765111,2,SITTING
-4.375647880000001,0.9174783275999999,-8.933561699999998,9.991691829730582,0.1203993420931077,0.15544814061141923,0.05922326929653595,0.06962327476055354,4.377304007185809,0.9305539243027459,8.933758002281742,9.991934398338154,-4.7096862999999995,0.43414307,-9.072417999999999,9.695229765775595,-3.8525696000000003,1.1595764,-8.753998,10.174546155168454,-4.3589401500000005,0.9381179850000001,-8.938354499999997,10.006440807063811,0.07746908080000008,0.11066967488,0.045394136000000425,0.04326990388754016,-0.02626498644761747,0.5376050891026481,-0.009119805014581527,2,SITTING
-4.398009038,0.8011666850000002,-8.93389647,9.991436464085952,0.09412872641224233,0.11980204159169874,0.11719713726437218,0.08368387887849978,4.399016221323317,0.8100744325822339,8.934665147931478,9.99178690762821,-4.657013,0.47244263,-9.165802000000001,9.66908674782904,-4.154236,1.1332396999999998,-8.540909,10.203669401249917,-4.404426600000001,0.7956543,-8.939552249999998,9.989391467464081,0.0653175254400002,0.0800332874,0.08124585119999977,0.053146451439560066,0.1414841070753128,-0.15212848807424104,-0.6882705337439543,2,SITTING
-4.393365194,0.7845999113999997,-8.94409573,9.995779378307875,0.029042333267390332,0.01669662311916767,0.027091092555341992,0.018813773142694726,4.393461185099087,0.784777546947204,8.94413675849716,9.995797083667956,-4.4606934,0.75735474,-9.005386,9.940136368165048,-4.352951,0.8267822,-8.873702999999997,10.036330056807827,-4.3864746,0.7848892199999999,-8.945526,9.996757947180587,0.023968512560000158,0.014126281000000001,0.02146973160000016,0.015469850262093167,-0.40479221899948925,0.412267589059367,-0.6228319114794242,2,SITTING
-4.365208461999999,0.775213316,-8.959226999999998,9.996205204390494,0.016879650206789065,0.010710126301276957,0.015241592566067455,0.016201444565843603,4.365241097500515,0.7752872964966634,8.959239964621604,9.996218333704482,-4.4056244000000016,0.7453766,-8.991028,9.952532672371598,-4.321823,0.80044556,-8.909622,10.035958200777486,-4.3661118,0.7753067,-8.9599,9.993970292044732,0.013119205999999899,0.00809356920000003,0.011329160000000015,0.012317944615908303,-0.005261649061665586,-0.3338813085298116,0.0657796148756661,2,SITTING
-4.368225116000001,0.7724380477999999,-8.957263769999999,9.995554075996392,0.016968422259695772,0.010569536823381114,0.01709873468161009,0.01470272488927796,4.3682580728944105,0.7725103577284488,8.95728009007658,9.995564889304019,-4.396042,0.7525635,-8.995804,9.960929952409142,-4.3266144,0.7980499,-8.926376,10.036340909474836,-4.3673096,0.7705154299999999,-8.957504,9.996314942666785,0.013683452639999967,0.008656621536000003,0.013675737599999991,0.011849777337956873,-0.1121996689816382,-0.012345402406336742,-0.3335821793378313,2,SITTING
-4.354338386,0.7716226178000001,-8.965307580000001,9.996631457255654,0.01212400003368542,0.010642890325392876,0.015995209718962736,0.016729170061729096,4.354355264694178,0.7716960123099011,8.965321848697872,9.996645455217681,-4.3816833,0.7477722,-9.005386,9.964368277023334,-4.3314056,0.7908783,-8.938354499999997,10.0408629911411,-4.3517532,0.77171326,-8.962296,9.995163875667714,0.010079204320000024,0.00871853588800001,0.013433249600000075,0.014118194068498902,0.21041725862350882,0.08711127239548715,0.32594032270363565,2,SITTING
-4.354099124000002,0.7709048446000004,-8.964733569999998,9.995957253452339,0.011896323115157188,0.011558352923741555,0.011985286677009556,0.013371402562744772,4.354115375609749,0.7709914882474772,8.964741581784814,9.99596619678423,-4.3792877,0.7477722,-8.988632,9.968416115041482,-4.3242188,0.8028411999999999,-8.935959,10.025808862783766,-4.3553467,0.7705154299999999,-8.965889,9.997129484382533,0.009244271039999887,0.008761294200000005,0.009527909999999978,0.010666607153554466,-0.11443842590074654,-0.17910458054314568,0.27934474450946734,2,SITTING
-4.351129740000001,0.7694677717999998,-8.96875524,9.998159716480705,0.012268972343338394,0.00937552245530919,0.014399414052398155,0.015141867452256267,4.351147037505722,0.7695248873559364,8.968766799184406,9.998171182391683,-4.374496499999999,0.75016785,-9.002991,9.959576197299288,-4.30986,0.78608704,-8.928772,10.031990064674996,-4.3517532,0.7693175999999999,-8.969467,9.999668933142601,0.008907468000000094,0.007623711143999996,0.011461801600000002,0.012312069538498277,0.1681089041867973,-0.3803065770821543,0.20034017993401,2,SITTING
