2.4202423,4.861023,7.749237,1571745849332,6,WALKING_DOWNSTAIRS
2.6860046,4.865799,7.7612,1571745849332,6,WALKING_DOWNSTAIRS
3.0738678,4.865799,7.8809204,1571745849332,6,WALKING_DOWNSTAIRS
3.145691,4.9783325,7.883316,1571745849332,6,WALKING_DOWNSTAIRS
2.62854,4.695816,7.847397,1571745849332,6,WALKING_DOWNSTAIRS
1.7905731,3.9584045,7.574463,1571745849332,6,WALKING_DOWNSTAIRS
1.7761993,3.8530579,7.4068604,1571745849332,6,WALKING_DOWNSTAIRS
2.3484192,4.1882477,7.82106,1571745849332,6,WALKING_DOWNSTAIRS
2.2813873,4.1212006,8.110764,1571745849332,6,WALKING_DOWNSTAIRS
1.723526,3.7381287,7.7348785,1571745849332,6,WALKING_DOWNSTAIRS
1.6373444,3.730957,7.2248993,1571745849332,6,WALKING_DOWNSTAIRS
2.0347748,4.0613556,7.6486816,1571745849332,6,WALKING_DOWNSTAIRS
2.4250336,4.257675,8.601578,1571745849332,6,WALKING_DOWNSTAIRS
2.4130707,4.082901,8.477066,1571745849332,6,WALKING_DOWNSTAIRS
2.446579,4.31514,7.8019104,1571745849332,6,WALKING_DOWNSTAIRS
2.7338867,4.8274994,7.471512,1571745849332,6,WALKING_DOWNSTAIRS
2.8919067,4.920868,7.797119,1571745849332,6,WALKING_DOWNSTAIRS
2.8511963,4.7484894,8.244843,1571745849332,6,WALKING_DOWNSTAIRS
2.8559875,4.6862335,8.252014,1571745849332,6,WALKING_DOWNSTAIRS
2.6931915,4.600052,8.103577,1571745849332,6,WALKING_DOWNSTAIRS
2.5351715,4.4683685,7.9694977,1571745849332,6,WALKING_DOWNSTAIRS
2.738678,4.7173615,8.153854,1571745849332,6,WALKING_DOWNSTAIRS
3.0618896,4.8131256,8.228073,1571745849332,6,WALKING_DOWNSTAIRS
2.7602234,4.5665283,7.74205,1571745849332,6,WALKING_DOWNSTAIRS
2.62854,4.609619,7.5720673,1571745849332,6,WALKING_DOWNSTAIRS
2.6884003,4.71257,7.7205048,1571745849332,6,WALKING_DOWNSTAIRS
2.4968567,4.549774,7.6965637,1571745849332,6,WALKING_DOWNSTAIRS
2.6716309,4.497101,8.043716,1571745849332,6,WALKING_DOWNSTAIRS
3.0882263,4.63356,8.512985,1571745849332,6,WALKING_DOWNSTAIRS
2.817688,4.5904694,8.122726,1571745849332,6,WALKING_DOWNSTAIRS
2.3244781,4.3055573,7.4140472,1571745849332,6,WALKING_DOWNSTAIRS
2.3340607,4.3294983,7.3039093,1571745849332,6,WALKING_DOWNSTAIRS
2.4178467,4.343872,7.222519,1571745849332,6,WALKING_DOWNSTAIRS
2.5303802,4.1667023,7.895279,1571745849332,6,WALKING_DOWNSTAIRS
2.999649,4.403717,8.132309,1571745849332,6,WALKING_DOWNSTAIRS
3.3468018,4.707794,8.5967865,1571745849332,6,WALKING_DOWNSTAIRS
2.8392334,4.4300537,8.03894,1571745849332,6,WALKING_DOWNSTAIRS
2.5830536,4.4300537,7.24646,1571745849332,6,WALKING_DOWNSTAIRS
