0.7945862,3.2616882,-3.0510101,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
2.4561615,5.4811096,-2.1962738,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
2.9493713,8.3541565,-0.12049866,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
1.6134033,10.092346,0.67437744,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
0.38996887,11.229599,-0.9129791,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-0.68981934,10.061218,-5.3111267,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-1.1758423,6.5082245,-4.588089,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-0.5198364,5.301544,-1.4708405,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-3.34021,4.307953,-1.4564667,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-4.1255035,4.465973,7.3326416,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
0.44024658,12.213608,7.2608185,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-3.0840302,21.462418,-12.587112,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-1.032196,18.661194,-0.96087646,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-0.1918335,12.524857,-3.1371918,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
2.2382812,11.121857,-6.1443176,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-1.4775085,9.941513,-0.35992432,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-4.3433685,6.9535522,-2.359085,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-3.989029,4.798767,-5.3374634,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-1.8749542,6.6614532,-4.4588013,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-0.15112305,8.878479,-2.5147095,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
1.3787689,9.568024,-2.1723328,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
0.1864624,8.528931,-2.0095367,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-0.9507904,7.89447,0.64564514,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-1.6427155,8.66301,1.3854523,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-1.2357025,8.002213,-4.873001,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-0.8143158,7.386902,-5.6535034,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-1.4056854,9.489014,-3.8602448,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-1.3817444,11.471405,-6.3645782,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-2.107193,9.2352295,-7.281555,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-2.0569153,6.632721,-5.560135,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-1.2763977,4.7652435,-5.730118,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-1.8198853,4.181061,-5.2153625,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-2.277176,3.501114,-3.5154877,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
-1.3003387,3.0917053,-4.0254517,1.57E+12,6,WALKING_DOWNSTAIRS,1571745853
