x,y,z,timestamp_ms,subject_id,class,timestamp_s
-1.5565186,9.026932,0.6145172,1.57E+12,8,WALKING_DOWNSTAIRS,1569847052
-0.9723358,8.976654,0.415802,1.57E+12,8,WALKING_DOWNSTAIRS,1569847052
-0.63235474,8.811447,0.30326843,1.57E+12,8,WALKING_DOWNSTAIRS,1569847052
-0.51264954,8.667801,0.4277649,1.57E+12,8,WALKING_DOWNSTAIRS,1569847052
-0.5461731,8.744415,0.46128845,1.57E+12,8,WALKING_DOWNSTAIRS,1569847052
-0.52223206,8.90004,0.43016052,1.57E+12,8,WALKING_DOWNSTAIRS,1569847052
-0.37379456,8.876099,0.39186096,1.57E+12,8,WALKING_DOWNSTAIRS,1569847052
-0.25886536,8.840179,0.3870697,1.57E+12,8,WALKING_DOWNSTAIRS,1569847052
-0.42884827,8.828201,0.32481384,1.57E+12,8,WALKING_DOWNSTAIRS,1569847052
-0.7424927,8.780319,0.35594177,1.57E+12,8,WALKING_DOWNSTAIRS,1569847052
-0.8909302,8.847366,0.4373474,1.57E+12,8,WALKING_DOWNSTAIRS,1569847052
-0.929245,8.974258,0.46847534,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.9364319,8.967072,0.4852295,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.97473145,8.90004,0.50198364,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-1.0968323,8.967072,0.48283386,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-1.3817444,8.933548,0.6240845,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-1.9324188,8.861725,0.5498657,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-2.4399872,9.096359,0.3008728,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-2.5668793,9.560837,0.34875488,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-2.8709412,10.961441,1.8810425,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-2.7057343,13.609436,2.5634003,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-2.2268982,12.824127,0.17398071,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-1.6259613,10.9375,0.29608154,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.036209106,9.795471,0.8252106,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.93344116,9.046082,0.8754883,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
1.1082306,9.43634,1.4405212,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
1.7642365,9.635056,1.1412354,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
2.1903992,9.1801605,0.10694885,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
1.8623962,9.304657,-0.051071167,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
1.3763733,10.394012,0.1811676,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.82092285,10.961441,-0.12528992,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.25109863,10.4179535,0.28411865,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.048171997,9.419571,0.2146759,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.35702515,8.42598,-1.3223877,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.5940552,8.15065,-0.37190247,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.47912598,8.325424,0.027938843,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.32589722,8.418793,-0.5346985,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.19363403,8.373306,-0.7980652,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.7012024,8.097977,-1.0566406,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
1.0890656,7.906433,-0.82440186,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
1.3572235,7.999817,-1.2170563,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
1.4458008,7.901657,-1.9927673,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
1.4098969,7.4443665,-3.5298462,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.95500183,6.8434143,-3.6974487,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.6174164,6.323868,-3.6184387,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.43066406,6.218521,-3.5657654,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.39953613,6.6255493,-3.8051758,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.19363403,7.245636,-3.9536285,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.5264282,8.18895,-3.6615295,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.78260803,8.852158,-4.0733337,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.7873993,9.216064,-4.5473785,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.624588,8.734833,-5.1914215,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.48812866,8.277542,-5.1507263,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.25886536,8.028549,-4.69104,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.5246277,7.597595,-3.7453308,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.117614746,8.1315,-3.4436493,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.014663696,13.939835,-4.413315,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.595871,16.82724,-1.6168823,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.64375305,10.305435,1.2082825,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
2.3891144,4.197815,-3.0677643,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
4.000412,3.9871368,-2.5386505,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
0.43066406,5.6822205,-1.1907196,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-2.1407013,10.552032,-2.129242,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-2.2125397,12.426697,1.2920685,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.42407227,10.772293,2.910553,1.57E+12,8,WALKING_DOWNSTAIRS,1569847053
-0.7257385,8.430771,-0.7717285,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.6658783,8.5672455,-1.5426636,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.050567627,9.5728,-1.0997314,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.11999512,9.785889,-1.2888794,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.23731995,9.623077,-1.4133759,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.005081177,8.670197,-1.3247833,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.014663696,8.21051,-1.1164856,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.419281,8.576813,-1.0829773,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.7137604,8.849762,-1.2290192,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.76882935,8.82103,-1.1931,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.95558167,8.435562,-1.375061,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-1.0752869,8.09079,-1.6647644,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.9507904,7.8202515,-2.0621948,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.5653229,7.556885,-2.2704926,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
0.19602966,7.4850616,-2.6966705,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
0.6509247,7.3821106,-3.0749512,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
0.31095886,6.7141266,-2.2609253,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
0.11941528,6.3693695,-1.6001282,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.052963257,6.74765,-1.722229,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.73291016,7.49942,-2.797226,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-1.3123169,8.129105,-1.7892609,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-2.0233917,8.758774,-1.5378723,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-2.4088593,8.380493,-1.5809631,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-2.1526794,6.8960876,-1.6528015,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-1.5541229,6.3382416,-2.7876434,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.7927704,7.0301666,-2.8666534,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-1.5924377,7.9543304,-2.7373657,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-2.2173157,8.986221,-2.4859772,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-2.0784607,9.47464,-2.0167084,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.32112122,10.963837,-3.6926575,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
0.9573822,13.15213,-4.4085236,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
0.6533203,15.730698,-5.91687,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
0.327713,16.144882,-5.833069,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
2.6093903,13.176071,-4.707794,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
5.781708,9.740402,-7.73407,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
3.3348236,7.975876,-6.960739,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
0.26545715,8.859329,-3.0893097,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.7664337,8.88327,-3.106079,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.7448883,8.318237,-4.430069,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.7664337,7.9950256,-3.525055,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
-0.14395142,7.458725,-2.7637024,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
0.5814972,6.340637,-4.2313538,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
1.1010437,5.12677,-5.2464905,1.57E+12,8,WALKING_DOWNSTAIRS,1569847054
1.5750885,4.7484894,-5.7947693,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
1.40271,5.339859,-5.9815063,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
1.4410248,5.806732,-5.5266113,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
1.3955231,6.048538,-5.031006,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.9669647,6.1993713,-4.389374,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.5886841,6.158676,-3.9536285,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.20561218,6.1419067,-3.659134,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-0.16789246,6.0605164,-3.410141,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-0.40490723,5.763626,-3.125229,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-0.3522339,5.7205353,-2.9169312,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-0.17506409,6.3933105,-2.6727295,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-0.14633179,7.4874573,-2.711029,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-0.057754517,7.91362,-3.4077454,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.24151611,8.105164,-3.0007324,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.2702484,8.679764,-2.6703339,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.10505676,8.639069,-3.4268951,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-0.19422913,8.325424,-4.0517883,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-0.012268066,8.244019,-3.9081268,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.22476196,8.591187,-3.6902618,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.40193176,9.149033,-3.9368591,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.54559326,9.158615,-3.9703827,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.40193176,8.852158,-3.5657654,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.7251587,10.446686,-3.3335266,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
1.2183533,12.618225,-3.2018433,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
2.4010925,12.927078,-3.1012878,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
3.406662,10.300644,0.042297363,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.698822,6.264023,1.6296539,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-2.7536163,11.389999,-1.6216736,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-5.5045624,24.957947,0.4373474,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-7.146988,13.5208435,-1.2936707,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-1.063324,5.3638,-1.4660492,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.86880493,4.647934,2.1372223,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.34925842,9.342957,1.701477,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
1.5798798,12.886383,-2.3734436,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
1.6349487,8.818634,-1.5282898,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.72276306,6.419647,0.035125732,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-0.21098328,6.754837,-1.267334,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-0.6802521,7.221695,-1.5785675,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-1.0800781,6.783554,-2.3854218,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-1.4727325,6.8434143,-3.106079,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-1.6977844,7.1642303,-3.1228333,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-1.2045746,6.582443,-3.0462189,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-1.1590881,5.605606,-3.3694305,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-1.3242798,6.4890747,-2.3734436,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-0.72813416,7.4778748,-1.7078552,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-0.42884827,6.7572174,-0.46766663,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-1.0130463,6.2903595,-0.49639893,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-1.9371948,7.1331177,-1.3535156,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-2.538147,8.5720215,-1.7509613,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-2.7919312,9.431549,-1.4229431,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
-0.9507904,12.211212,-2.6487885,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.6581116,14.5407715,-4.7293396,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.9573822,14.914276,-4.255295,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
0.21757507,14.45697,-3.5944977,1.57E+12,8,WALKING_DOWNSTAIRS,1569847055
2.0276031,13.334091,-5.3255005,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
5.645233,12.702026,-7.1355133,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
4.280548,9.747589,-5.533798,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
0.7897949,7.125931,-4.5114746,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.51504517,6.874542,-4.5545654,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-1.8869171,5.976715,-4.765259,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-3.0840302,5.1914215,-5.9192657,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.69221497,6.146698,-6.0485535,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
1.1465302,5.732498,-4.829895,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
1.3835602,4.1044464,-4.782013,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
0.8520508,2.9815674,-5.3805695,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
0.3851776,2.2585144,-4.3797913,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
0.4139099,2.5745544,-2.857071,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
0.10505676,3.8961487,-2.0143127,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.7089691,5.502655,-1.801239,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-1.8438263,6.7261047,-2.5386505,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-2.3059082,7.4683075,-3.0534058,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-2.0569153,7.683777,-3.3047943,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.33068848,8.847366,-1.9305267,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
1.5726929,10.068405,-3.2473297,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
2.0970306,9.342957,-5.141144,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
3.789734,10.892014,-5.457184,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
4.3811035,14.629364,-5.9072876,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
1.3811646,13.396347,1.2130585,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.8598175,9.498581,7.4978485,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-2.1119843,9.733215,1.3878479,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-3.4766693,15.1297455,-7.0684814,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-3.5293427,19.532684,-5.007065,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-1.9563599,11.557602,1.0263214,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
0.60543823,6.256836,-0.9273529,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
0.72276306,7.561676,-0.44132996,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
0.7778168,10.087555,-0.83158875,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
0.21757507,9.426758,-2.3495026,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.14872742,8.361343,-2.4045715,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.33068848,7.8082733,-1.50914,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.503067,6.8051147,-1.3870392,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.23252869,5.643921,-2.8091888,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.10803223,5.612793,-2.852295,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.2540741,6.8984833,-3.1707153,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.7353058,7.554489,-3.5106964,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.98191833,7.3653564,-3.300003,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-1.0417633,7.1283264,-2.7301788,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-1.5828552,6.912842,-1.9137573,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-2.3753357,7.312683,-1.5953369,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-3.048111,8.105164,-1.4995575,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-3.5365295,8.935944,-0.252182,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-2.538147,10.537674,0.26496887,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.54138184,13.465775,-2.766098,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
0.1409607,16.087433,-4.2217712,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
1.0004883,13.432251,-2.0693817,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
4.6396637,9.9487,-1.3415527,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
9.195831,11.677307,-10.860901,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
3.4138336,14.143341,-9.103546,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.49110413,10.1091,-3.9584045,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.6179962,4.2552795,-2.6463928,1.57E+12,8,WALKING_DOWNSTAIRS,1569847056
-0.9124756,2.1699371,-2.3088074,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-2.8398132,2.1172638,-3.738144,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-1.6714478,3.699829,-5.323105,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
0.7371216,4.9376373,-5.3661957,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
1.6181946,4.501892,-4.999893,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
0.92626953,3.1754913,-4.3773956,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-0.1631012,1.837143,-3.4795685,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-0.5174408,0.82199097,-1.1931,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-0.5605316,4.861023,1.7158508,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
1.0771027,11.662949,3.2720795,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
1.8121185,13.05397,-3.793213,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
1.153717,8.82103,-7.2456512,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-0.43603516,3.367035,-4.6144257,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-0.79756165,4.1954346,-0.26416016,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
0.3061676,9.321411,3.41333,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-2.1574707,12.97496,5.3957367,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-4.719269,25.791122,-13.408325,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-6.625046,25.254822,-16.044342,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
1.3260956,6.910446,12.846497,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
4.316452,3.3957672,4.914505,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
0.9573822,2.7134094,-5.1914215,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
2.180832,7.604767,-7.532959,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
2.015625,13.178467,-2.924118,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-2.7225037,11.275085,-5.8833466,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-5.526108,9.307053,-4.643158,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-4.4175873,8.54808,-2.5625916,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-1.4344177,7.9543304,-1.4995575,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
0.87120056,6.8098907,-2.1891022,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
1.5631256,6.153885,0.14045715,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
1.4936829,9.144241,-0.46287537,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-0.08648682,12.237549,0.9616699,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
0.8568268,11.042847,-2.9815826,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
2.259842,10.233612,-9.163406,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
3.241455,10.619064,-5.4164734,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
3.2318878,10.413162,-6.422043,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
1.7618408,9.149033,-8.157837,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-0.5198364,7.154663,-4.6168213,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-2.265213,3.4795685,-3.2114258,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
-3.2204895,0.3575287,-4.2026215,1.57E+12,8,WALKING_DOWNSTAIRS,1569847057
